BrandName,Deatils,Sizes,MRP,SellPrice,Discount,Category
global desi,floral cotton round neck womens flared maxi dress - pink,"XL,Large,Small",2999,2099,30% off,Indianwear
varanga,womens round neck floral kurta set - off white,"Large,X-Large,XX-Large",2999,1499,50% off,Indianwear
w,round neck chanderi designer womens ethnic set - light blue,8,8999,6749,25% off,Indianwear
janasya,womens turquoise blue poly crepe kurta (jne3457) - turquoise,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1299,584,55% off,Indianwear
neerus,printed crepe mandarin womens regular kurta - pistachio,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2499,1499,40% off,Indianwear
elliza donatein,floral v neck regular fit womens kurta - peach,"Medium,Small,X-Large,X-Small",2800,1400,50% off,Indianwear
janasya,floral sweetheart neck cotton womens regular fit dress - red,"Small,X-Small",2449,1224,50% off,Indianwear
suti,printed cotton mandarin womens a line kurti - green,"Large,Medium,Small,X-Large,X-Small",1649,1319,20% off,Indianwear
global desi,floral viscose round neck womens straight kurta - aqua,"XL,Large,Medium,Small,X-Small,XX-Large",1999,1299,35% off,Indianwear
global desi,striped cotton mandarin collar womens straight top - yellow,X-Small,1599,959,40% off,Indianwear
suti,embroidered rayon round neck womens a line dress - blue,"Large,Medium,Small,X-Small,XX-Large",2299,1839,20% off,Indianwear
global desi,floral v-neck straight womens kurta - off white,"XL,Large,Medium,Small",2199,1099,50% off,Indianwear
myshka,printed crepe square neck womens regular casual dress - multi,"Large,Medium,Small,XX-Large",2999,749,75% off,Indianwear
global desi,floral polyester womens clothing set - wine,"Large,Medium",6299,4094,35% off,Indianwear
indya,embroidered georgette collared neck womens regular tunic - green,"Medium,Small,X-Small",2600,1300,50% off,Indianwear
global desi,floral cotton square neck womens ethnic set - aqua,"XL,Large,Medium,Small",3499,2274,35% off,Indianwear
amukti,floral cotton mandarin collar womens straight kurta - white,"Small,XXX-Large",1299,909,30% off,Indianwear
indya,womens mandarin collar embroidered kurta - yellow,"Large,Medium,Small,X-Small,XX-Large",1950,975,50% off,Indianwear
global desi,cotton women ethnic sets - sage,"Large,Medium,Small,X-Small",4999,3999,20% off,Indianwear
ziyaa,printed round neck rayon womens ethnic set - yellow,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2610,1044,60% off,Indianwear
ziyaa,floral rayon round neck womens straight kurta - pink,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",1953,781,60% off,Indianwear
janasya,womens off white cotton kurta (jne2171) - white,"Small,X-Small",1699,764,55% off,Indianwear
global desi,geometric shirt collar womens top - pink,"XL,Large,Medium,Small,X-Small",1799,899,50% off,Indianwear
janasya,womens light green poly crepe kurta (jne3438) - green,Small,1449,724,50% off,Indianwear
global desi,solid viscose boat neck womens regular top - teal,"XL,Large,Medium,Small,X-Small,XX-Large",1699,1359,20% off,Indianwear
janasya,solid v neck regular fit womens kurta - wine,"Large,Medium,Small,X-Small,XXX-Large",2299,1034,55% off,Indianwear
ziyaa,floral round neck polyester womens ethnic set - pink,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",1935,870,55% off,Indianwear
de moza,solid polyester round neck womens crop top - fuchsia,"Large,Medium,Small,X-Large,XX-Large",999,599,40% off,Indianwear
janasya,printed round neck straight designer womens kurtas - navy,"Large,Medium,Small",1399,559,60% off,Indianwear
amukti,pleated rayon womens kurta - yellow,XX-Large,1299,649,50% off,Indianwear
global desi,geometric mandarin collar straight womens kurta - pink,"Small,X-Small",1799,1079,40% off,Indianwear
janasya,womens mustard poly silk ethnic dress (j0006) - yellow,"Large,Medium,Small,X-Small,XX-Large",2699,1484,45% off,Indianwear
varanga,womens v-neck striped kurta set - grey,"Small,X-Large,XX-Large",3399,1699,50% off,Indianwear
janasya,poly crepe womens kurta - turquoise,"Large,XX-Large",1399,559,60% off,Indianwear
janasya,printed round neck cotton flex womens flared ethnic dress - maroon,XX-Large,2398,1079,55% off,Indianwear
janasya,cotton womens kurta with palazzo and dupatta set - multi,"X-Small,XX-Large,XXX-Large",3799,2089,45% off,Indianwear
ziyaa,floral round neck polyester womens ethnic set - red,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",1935,870,55% off,Indianwear
w,printed cotton regular fit womens straight ethnic set - green,"6,10",5999,3599,40% off,Indianwear
kami kubi,stripes cotton round neck womens straight kurta - pink,"Large,Medium,Small,X-Large,X-Small,XX-Large",2299,919,60% off,Indianwear
global desi,geometric shirt collar womens top - off white,"XL,Large,Medium,Small,X-Small",1799,1079,40% off,Indianwear
w,printed viscose round neck womens calf length kurta - green,"12,16,18",1699,849,50% off,Indianwear
janasya,printed polyester blend round neck womens a-line kurta - black,"Large,Medium,Small,X-Large,XX-Large",1469,587,60% off,Indianwear
neerus,solid rayon mandarin womens regular kurta - mustard,"Small,XX-Large,XXX-Large",1299,1039,20% off,Indianwear
w,solid viscose round neck womens ethnic set - grey,"6,8",6999,3499,50% off,Indianwear
global desi,printed polyester v neck womens ethnic set - dark green,"XL,Large,Medium,Small",4799,3839,20% off,Indianwear
global desi,floral round neck cotton womens regular length kurta - coral,"XL,Large,Medium,Small,XX-Large",2499,1999,20% off,Indianwear
global desi,floral viscose v neck womens straight kurta - off white,"XL,Large,Medium,Small,X-Small,XX-Large",2099,1679,20% off,Indianwear
ziyaa,printed round neck polyester womens ethnic set - red,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2516,1006,60% off,Indianwear
amukti,floral round neck regular fit womens kurti - navy,"4X-Large,Large,X-Large,XX-Large,XXX-Large",1299,909,30% off,Indianwear
ziyaa,floral round neck polyester womens ethnic set - pink,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2135,960,55% off,Indianwear
global desi,self design v-neck straight womens kurta - navy,XX-Large,2799,1819,35% off,Indianwear
janasya,cotton womens kurta - blue,"Large,Medium,Small,X-Large,XX-Large",1499,824,45% off,Indianwear
global desi,solid round neck polyester womens straight dress - olive,"XL,Large,X-Small",3499,1749,50% off,Indianwear
janasya,solid silk mandarin womens salwar suit - grey,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",2299,1149,50% off,Indianwear
janasya,womens sea green pure cotton kurta with palazzo and dupatta (set217) - green,X-Small,2799,1259,55% off,Indianwear
de moza,printed regular fit rayon womens casual wear pants - natural,"Large,Medium,Small,X-Large,XX-Large",1299,779,40% off,Indianwear
ziyaa,printed rayon mandarin womens straight kurta - mustard,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",1953,781,60% off,Indianwear
global desi,floral cotton round neck womens knee length kurta - mustard,"Large,Medium,Small,X-Small,XX-Large",2399,1559,35% off,Indianwear
varanga,pink and white block printed straight kurta with gota work detailing - pink,X-Large,1999,899,55% off,Indianwear
global desi,geometric polyester round neck womens regular kurta - mustard,"XL,Large,Medium,Small,XX-Large",2599,1299,50% off,Indianwear
yuris,abstract cotton womens palazzos - black,"28,30,32,34,36,38",1699,764,55% off,Indianwear
yuris,mirror work round neck cotton womens kurta palazzo set - white,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",3499,1399,60% off,Indianwear
yuris,floral cotton round neck womens straight fit kurta - green,"Medium,Small",1499,674,55% off,Indianwear
yuris,floral cotton round neck womens kurta set - white,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",3999,1399,65% off,Indianwear
yuris,motif round neck cotton womens regular fit maxi dress - multi,Small,1999,999,50% off,Indianwear
varanga,womens printed palazzo - off white,"Medium,Small,XX-Large",1799,719,60% off,Indianwear
global desi,floral cotton round neck women a line tunic - mint,"XL,Large,Medium,Small,X-Small,XX-Large",2199,1429,35% off,Indianwear
global desi,geometric cotton mandarin collar womens straight tunic - aqua,"XL,Medium,Small,X-Small",2399,1199,50% off,Indianwear
global desi,women regular flared sharara - off white,"XL,Small",3499,1399,60% off,Indianwear
global desi,floral round neck womens kurta - yellow,"Small,X-Small",2199,1099,50% off,Indianwear
yuris,printed cotton round neck womens straight fit kurta - pink,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",1599,639,60% off,Indianwear
janasya,floral round neck polyester blend womens flared ethnic dress - green,"Medium,Small,X-Large,X-Small",2298,1263,45% off,Indianwear
varanga,maxi pure cotton womens casual skirt - off white,Small,2499,999,60% off,Indianwear
juniper,womens jadegreen rayon slub solid asymmetric short kurta with tie-up dori & tassels - jade,"X-Large,X-Small,XX-Large",1049,629,40% off,Indianwear
varanga,womens teal silk straight kurta with sequins and dori work detailing on yoke and sleeves - peacock,"Large,Medium,Small,X-Large,XX-Large",1999,899,55% off,Indianwear
varanga,printed cotton v-neck womens regular fit kurta - peach,"Medium,Small,X-Large,XX-Large",2999,899,70% off,Indianwear
juniper,zari round neck rayon blend designer women ethnic sets - red,"Medium,Small,X-Large",3699,1664,55% off,Indianwear
varanga,round neck womens kurta - magenta,"Large,Medium,Small,X-Large,XX-Large",1999,899,55% off,Indianwear
global desi,womens geometric top - off white,X-Small,1699,679,60% off,Indianwear
varanga,beads and stones v- neck silk blend designer womens ethnic set - pink,"Small,X-Small",3999,1599,60% off,Indianwear
stop,printed mandarin collar a-line womens kurta - white,"S,M,L,X-Large,X-Small",999,499,50% off,Indianwear
global desi,floral v-neck womens gown - teal,X-Small,3999,2399,40% off,Indianwear
kami kubi,printed silk blend round neck womens ethnic set - blue,"Large,Medium,X-Large",4999,1999,60% off,Indianwear
janasya,womens sky blue cotton kurta (j0037) - blue,X-Small,2399,839,65% off,Indianwear
kami kubi,floral cotton boat neck womens regular top - blue,"Small,X-Small",999,599,40% off,Indianwear
yuris,floral cotton round neck womens regular kurta - multi,"Large,X-Large",1899,759,60% off,Indianwear
kami kubi,geometric cotton mandarin womens regular fit top - pink,Small,1199,659,45% off,Indianwear
suti,printed cotton round neck womens flared dress - black,Medium,2799,2239,20% off,Indianwear
stop,womens textured calf length winter wear kurta - charcoal,"Medium,Small",1999,999,50% off,Indianwear
stop,womens textured calf length winter wear kurta - maroon,"Large,Small",1999,999,50% off,Indianwear
yuris,mirror work round neck cotton womens kurta palazzo set - green,"Large,Small",3499,1399,60% off,Indianwear
indya,solid regular fit georgette womens sharara pants - navy,Small,2100,1050,50% off,Indianwear
janasya,womens grey cotton kurta with palazzo (set226) - grey,"Large,Small",2499,1374,45% off,Indianwear
global desi,womens cotton blend v-neck tops - white,X-Small,1199,719,40% off,Indianwear
global desi,floral key hole neck womens top - black,X-Small,1799,1079,40% off,Indianwear
janasya,gold print crepe round neck womens kurta palazzo set with dupatta - magenta,Medium,3199,1119,65% off,Indianwear
fusion beats,womens v-neck printed kurta - off white,"Large,Medium,XX-Large",2199,879,60% off,Indianwear
amukti,womens black essential kurta - black,X-Large,999,499,50% off,Indianwear
faballey,striped collared neck cotton womens pyjama set - blue,Small,2200,1100,50% off,Indianwear
janasya,embroidered cotton mandarin womens kurta palazzo set - navy,"Small,X-Small",3499,1399,60% off,Indianwear
global desi,womens regular fit geometric kurta - off white,"Small,XX-Large",2199,879,60% off,Indianwear
indya,solid regular fit viscose womens casual pants - pink,"Medium,Small,X-Small",1200,600,50% off,Indianwear
aurelia,printed band with v straight womens kurta - blue,X-Small,1299,649,50% off,Indianwear
indya,foil print georgette square neck womens regular crop top - blue,"Large,X-Small,XX-Large",1400,700,50% off,Indianwear
kami kubi,solid cotton round neck womens regular fit kurta - blue,Large,1999,899,55% off,Indianwear
janasya,floral cotton round neck womens kurta palazzo set with dupatta - off white,"Small,XX-Large",3489,1395,60% off,Indianwear
janasya,synthetic womens kurta with palazzo and dupatta set - blue,Medium,4598,2069,55% off,Indianwear
janasya,round neck straight designer womens kurta - turquoise,Small,1529,611,60% off,Indianwear
janasya,womens peach poly crepe kurta (jne3476) - peach,"Medium,Small,XXX-Large",1399,629,55% off,Indianwear
global desi,floral polyester high neck womens ethnic set - mustard,X-Small,5299,2649,50% off,Indianwear
janasya,printed silk casual wear designer womens blouses - red,X-Small,1399,559,60% off,Indianwear
myshka,solid crepe round neck womens kurta palazzo set - mustard,"X-Large,XX-Large",3999,1199,70% off,Indianwear
kami kubi,printed cotton round neck womens regular fit kurta - grey,"Medium,Small,X-Small",2299,919,60% off,Indianwear
w,solid regular fit cotton flex womens pants - ecru,12,1699,1019,40% off,Indianwear
amukti,printed rayon womens kurta - navy,"Small,X-Large",1299,649,50% off,Indianwear
w,solid cotton flex regular fit womens slim pants - blue,"6,8,12",1399,1049,25% off,Indianwear
indya,womens round neck sequined kurta - white,"Medium,X-Small",2400,1200,50% off,Indianwear
janasya,floral cotton round neck womens straight fit kurta - white,Small,1399,559,60% off,Indianwear
fratini,yarndyed band collar cotton womens kurta palazzo - pink,"38,42",2999,1799,40% off,Indianwear
global desi,solid straight fit womens casual wear pants - white,X-Small,2499,1999,20% off,Indianwear
juniper,womens mustard cotton voile placement printed flared palazzo with side pocket - mustard,"Large,X-Large",1699,849,50% off,Indianwear
varanga,mandarin collar womens top - blue,"Large,X-Large",1399,489,65% off,Indianwear
juniper,womens black chanderi foil print2 pc anarkali kurta - black,Small,3549,1597,55% off,Indianwear
global desi,floral viscose mandarin collar womens kurta - maroon,"XL,Medium,Small,X-Small",1999,999,50% off,Indianwear
global desi,solid viscose collar neck womens flared kurta - yellow,"XL,Large,Medium,Small,X-Small,XX-Large",2099,1679,20% off,Indianwear
ziyaa,printed mandarin rayon womens ethnic set - blue,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2610,1044,60% off,Indianwear
de moza,printed regular fit rayon womens casual wear pants - mustard,"Large,Medium,Small,X-Large",1299,779,40% off,Indianwear
fusion beats,womens printed palazzos - natural,"Large,Medium,Small,X-Large,X-Small",1899,759,60% off,Indianwear
aurelia,collar neck polyester straight designer womens dresses - green,"Large,X-Large,X-Small",1599,1119,30% off,Indianwear
janasya,womens light green poly crepe kurta (jne3368) - green,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1699,679,60% off,Indianwear
ziyaa,floral round neck rayon womens ethnic set - blue,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2433,973,60% off,Indianwear
suti,solid cotton round neck womens ethnic set - red,"Large,Medium,Small,X-Large,X-Small,XX-Large",2699,2159,20% off,Indianwear
janasya,solid cotton halter neck womens dress - wine,"Large,X-Large,X-Small,XX-Large",2999,1349,55% off,Indianwear
ziyaa,stripes rayon round neck womens straight kurta - blue,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",1943,777,60% off,Indianwear
global desi,floral viscose v neck womens ethnic set - wine,"XL,Large,Small,X-Small,XX-Large",3999,2799,30% off,Indianwear
janasya,womens light green poly crepe kurta (jne3412) - green,"Large,Medium,Small,X-Small",1529,688,55% off,Indianwear
sanaa,printed polyester mandarin womens mid thigh length kurti - peach,"Large,Medium,Small,X-Large,XX-Large",1049,734,30% off,Indianwear
w,solid viscose round neck womens calf length kurta - yellow,"10,12,16",1899,949,50% off,Indianwear
indya,printed georgette round neck womens regular crop top - pink,"Large,Medium,Small,X-Large,X-Small,XX-Large",1600,800,50% off,Indianwear
aurelia,printed viscose womens straight kurta - orange,"Large,Medium,Small,X-Large,X-Small",1399,979,30% off,Indianwear
amukti,lace rayon womens kurta - grey,"Large,Medium,Small,XX-Large",1299,649,50% off,Indianwear
varanga,wine and turquoise dori work straight kurta with 3/4th sleeves - purple,"Large,Medium,Small,X-Large,XX-Large",2399,839,65% off,Indianwear
global desi,women round neck geometric - peach,"XL,Large,Medium,Small,X-Small",1499,449,70% off,Indianwear
fusion beats,womens tie up neck printed top - multi,"Large,Medium,Small,X-Large",1399,419,70% off,Indianwear
vero moda,stripes cotton round neck womens tunic - blue,"Large,Medium,Small,X-Large,X-Small",2799,1959,30% off,Indianwear
janasya,poly crepe womens kurta with pant and dupatta set - pink,"Large,Medium,Small,X-Small,XX-Large,XXX-Large",3299,1154,65% off,Indianwear
global desi,round neck flared women kurtas - off white,"XL,Large,Medium,Small,X-Small,XX-Large",4999,3249,35% off,Indianwear
myshka,solid cotton round neck womens regular kurta - pink,"Large,Medium,Small,X-Large,XX-Large",1799,539,70% off,Indianwear
myshka,solid round neck womens kurti - red,",Medium,Small,X-Large,XX-Large",2999,899,70% off,Indianwear
global desi,solid cotton keyhole neck womens straight kurta - mid blue,"Large,Medium,X-Small,XX-Large",2599,1819,30% off,Indianwear
indya,embellished georgette regular fit womens sharara - yellow,"Large,Medium,Small,X-Large,X-Small",2200,1760,20% off,Indianwear
indya,regular georgette woven designer womens pants - blue,"Medium,Small,X-Small",2950,1475,50% off,Indianwear
w,printed regular fit cotton womens casual pants - green,"6,16",1499,1124,25% off,Indianwear
fusion beats,womens cold shoulder sleeves printed kurta - pink,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2399,959,60% off,Indianwear
ziyaa,floral mandarin crepe womens salwar kurta and dupatta set - grey,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",4233,1693,60% off,Indianwear
janasya,printed cotton regular fit mens t-shirt - white,"Large,Medium,X-Large",1299,909,30% off,Indianwear
global desi,solid viscose straight fit womens casual wear pants - teal,"XL,Large,Medium,Small",1699,1359,20% off,Indianwear
ziyaa,floral polyester boat neck womens straight kurta - blue,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",1394,627,55% off,Indianwear
global desi,jacquard polyester round neck women blouson tops - gold,"XL,Large,Medium,Small,X-Small,XX-Large",1699,1359,20% off,Indianwear
kami kubi,embroidered silk blend womens salwar kurta dupatta set - grey,"Large,Medium,Small,XX-Large",6999,2799,60% off,Indianwear
fusion beats,womens notched collar floral print kurta - off white,"Large,Small",1799,639,64% off,Indianwear
myshka,printed round neck womens kurti - green,",Medium,Small,X-Large,XX-Large",2299,689,70% off,Indianwear
kami kubi,solid cotton round neck womens relaxed fit kurta - blue,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",3799,1519,60% off,Indianwear
w,printed poly georgette v neck womens ethnic set - yellow,"6,8,10,12,14,16,18",6599,4949,25% off,Indianwear
aurelia,printed round neck cotton womens knee length kurta - yellow,"Large,Medium,Small,X-Small,XX-Large",1199,839,30% off,Indianwear
global desi,floral viscose round neck womens a-line tunic - orange,"XL,Large,Medium,Small,X-Small,XX-Large",2299,1494,35% off,Indianwear
yuris,printed cotton round neck womens straight fit kurta - red,"Large,Medium,Small,X-Large,XX-Large",1699,679,60% off,Indianwear
yuris,floral cotton mandarin neck regular fit womens kurta palazzo set - brown,"Large,Medium,Small,X-Large,XX-Large",2799,1119,60% off,Indianwear
global desi,geometric viscose womens casual pants - black,"XL,Large,Medium,Small,X-Small",1499,1049,30% off,Indianwear
global desi,striped v-neck womens set - mustard,"Large,Medium,Small,X-Small",2999,1799,40% off,Indianwear
ziyaa,printed crepe boat neck womens a line kurta - blue,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",1567,705,55% off,Indianwear
varanga,round neck cotton designer womens ethnic set - blue,"Large,X-Large,XX-Large",5999,2099,65% off,Indianwear
varanga,womens maroon zari and sequins embroidery kurta with dori and pom pom tassel - maroon,"Medium,Small,XX-Large",1999,799,60% off,Indianwear
varanga,v- neck cotton designer womens ethnic set - black,"Large,Medium,Small,X-Large,XX-Large",5999,1799,70% off,Indianwear
varanga,printed cotton round neck womens calf length kurta - mustard,"Medium,Small,XX-Large",3299,824,75% off,Indianwear
varanga,embroidered silk round neck womens calf length kurta - olive,"Small,X-Large,XX-Large",3599,1259,65% off,Indianwear
biba,printed polyester round neck womens pant kurta dupatta set - berry,42,3299,2309,30% off,Indianwear
amukti,womens grey melange embroidered kurta - grey,"Medium,X-Large",1599,799,50% off,Indianwear
janasya,floral round neck rayon womens calf length kurta - pink,"Small,X-Large",1729,691,60% off,Indianwear
varanga,sea green straight kurta with zari embroidery on neckline and sleeves - green,"Small,XX-Large",2999,749,75% off,Indianwear
juniper,mandarin silk blend a line designer womens dresses - fuschia,"4X-Large,XXX-Large",3699,924,75% off,Indianwear
yuris,floral cotton round neck womens regular kurta - multi,Medium,1699,679,60% off,Indianwear
amukti,printed rayon womens kurta - red,Small,1499,749,50% off,Indianwear
amukti,solid rayon womens kurta - emerald,Medium,1499,749,50% off,Indianwear
global desi,floral sweetheart neck womens top - white,"XL,Small,X-Small",1799,1079,40% off,Indianwear
janasya,womens pink poly silk ethnic dress (j0001) - pink,"X-Large,X-Small,XX-Large",1999,1099,45% off,Indianwear
indya,embroidered brocade round neck womens regular crop top - white,"Large,X-Large",1900,950,50% off,Indianwear
w,printed viscose mandarin womens calf length kurta - blue,"6,8,16",1799,899,50% off,Indianwear
janasya,floral v neck cotton womens calf length kurta - blue,X-Small,2079,727,65% off,Indianwear
amukti,printed rayon womens kurta - off white,"X-Large,XX-Large,XXX-Large",1499,749,50% off,Indianwear
aurelia,yarn dyed viscose v neck womens straight kurta - green,"Small,X-Small",1499,1049,30% off,Indianwear
w,print viscose mandarin neck womens straight top - navy,10,1499,749,50% off,Indianwear
janasya,floral cotton round neck womens kurta palazzo set with dupatta - red,X-Small,4199,1469,65% off,Indianwear
global desi,geometric polyester v-neck womens fit and flare dress - dark green,"Medium,Small,X-Small",3799,2659,30% off,Indianwear
global desi,floral viscose choker neck womens top - off white,X-Small,1599,799,50% off,Indianwear
yuris,printed cotton round neck womens a-line kurta - peach,"X-Large,XXX-Large",1599,639,60% off,Indianwear
indya,floral round neck viscose womens regular dress - indigo,Small,1800,900,50% off,Indianwear
global desi,geometric mandarin collar viscose womens casual gown - green,"Medium,Small,X-Small",2999,1799,40% off,Indianwear
janasya,floral mandarin cotton womens regular fit dress - blue,"Small,X-Large",2698,1483,45% off,Indianwear
amukti,embroidered cotton womens kurta - natural,Large,1999,999,50% off,Indianwear
janasya,womens turquoise poly crepe kurta (jne2100) - turquoise,"Small,X-Small",1399,559,60% off,Indianwear
aurelia,solid regular fit cotton flex womens casual trousers - white,"Medium,Small",1199,719,40% off,Indianwear
janasya,womens maroon cotton kurta (jne3403) - red,X-Small,1549,697,55% off,Indianwear
janasya,womens light green poly silk kurta with palazzo and dupatta (j0013) - leaf green,X-Small,3399,1869,45% off,Indianwear
amukti,a-line rayon womens kurta - blue,XX-Large,999,499,50% off,Indianwear
yuris,floral cotton mandarin womens salwar suit - multi,"Large,Small",2799,1259,55% off,Indianwear
janasya,printed round neck regular fit womens kurta - peacock,"Small,X-Small",2049,1024,50% off,Indianwear
yuris,floral cotton round neck womens salwar suit - multi,"Medium,Small",2799,1259,55% off,Indianwear
aurelia,printed regular fit viscose womens casual culottes - multi,Medium,1299,779,40% off,Indianwear
varanga,sweetheart neck womens kurta - pink,X-Large,2599,1429,45% off,Indianwear
varanga,womens teal printed crop top with thread work detailing and coin embellishment - peacock,"Large,X-Large",1299,519,60% off,Indianwear
juniper,womens embroidered flared dress - maroon,"X-Large,X-Small",3599,1799,50% off,Indianwear
varanga,womens black and white elephant printed straight kurta - black,"Small,XX-Large",1799,629,65% off,Indianwear
varanga,womens multi color flared kalidaar palazzo with dori and heavy gota tassels - multi,"Medium,Small",2199,1209,45% off,Indianwear
global desi,floral cotton round neck women a line tunic - mint,"XL,Large,Medium,Small,X-Small,XX-Large",1899,949,50% off,Indianwear
ziyaa,geometric round neck rayon womens ethnic set - off white,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2390,956,60% off,Indianwear
w,round neck french crepe designer womens ethnic set - pink,"10,12",4999,3499,30% off,Indianwear
and,solid viscose round neck womens ethnic set - blue mix light,"8,10,12,14,16,18",2099,1049,50% off,Indianwear
amukti,embroidered cotton mandarin collar womens straight kurta - black,"Large,Medium,Small,XXX-Large",1699,1189,30% off,Indianwear
global desi,ethnic motifs polyester round neck womens fit and flare kurta - mustard,"XL,Large,Medium,Small,XX-Large",3299,2144,35% off,Indianwear
kami kubi,stripes boat neck cotton womens a line dress - blue,"Small,X-Small",1799,989,45% off,Indianwear
w,printed viscose regular fit womens pants - blue,"8,12,14",1699,1274,25% off,Indianwear
aurelia,printed viscose blend round neck womens ethnic set - red,X-Large,4999,2499,50% off,Indianwear
ziyaa,solid crepe collar neck womens ethnic set - pink,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2179,871,60% off,Indianwear
suti,printed rayon womens a line kurti - otter,"4X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large",1999,1599,20% off,Indianwear
janasya,printed cotton collared neck womens straight fit ethnic set - yellow,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",2219,998,55% off,Indianwear
janasya,womens black rayon straight kurti (jne3576) - black,"Large,Medium,Small",1499,749,50% off,Indianwear
indya,floral viscose regular fit womens a-line dress - maroon,"Small,X-Small",1800,900,50% off,Indianwear
global desi,floral round neck viscose womens casual dress - mint,"XL,Large,Small,X-Small",2299,1379,40% off,Indianwear
janasya,sequins round neck silk designer womens salwar suit - mustard,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",2199,989,55% off,Indianwear
de moza,printed regular fit cotton womens festive wear pants - navy,"Large,Medium,Small,X-Large,XX-Large",999,599,40% off,Indianwear
janasya,block cotton v neck womens kurta palazzo set - yellow,"Small,X-Small,XX-Large",4159,1871,55% off,Indianwear
indya,regular fit full length silk womens casual wear skirt - natural,Large,2800,1400,50% off,Indianwear
stop,womens embroidered calf length casual wear kurta - mustard,"S,M,L,XL,X-Small,XX-Large",1299,649,50% off,Indianwear
stop,printed round neck straight fit womens kurta - blue,"S,M,X-Small",999,499,50% off,Indianwear
global desi,solid viscose regular fit womens tunic - maroon,"Medium,X-Small",1799,899,50% off,Indianwear
ziyaa,floral round neck rayon womens salwar kurta and dupatta set - blue,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",3332,1499,55% off,Indianwear
indya,black mirror polka short tunic - black,"Small,X-Small",1800,900,50% off,Indianwear
myshka,solid silk blend square neck womens regular kurta - red,"Large,Medium,Small,X-Large,XX-Large",3999,3599,10% off,Indianwear
neerus,printed cotton round neck womens salwar kurta dupatta set - baby pink,"Large,Medium,X-Large,XX-Large,XXX-Large",3499,2799,20% off,Indianwear
ziyaa,floral rayon round neck womens straight kurta - grey,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",1647,658,60% off,Indianwear
global desi,mandarin neck straight womens kurta - lilac,"XL,Large,Medium,Small,X-Small,XX-Large",2699,2159,20% off,Indianwear
global desi,relaxed fit viscose womens casual pants - off white,"XL,Large,Medium,Small,X-Small,XX-Large",2299,1839,20% off,Indianwear
yuris,textured cotton collared neck womens straight fit kurta - pink,Small,1499,599,60% off,Indianwear
varanga,womens mandarin collar striped kurta - off white,Small,1399,629,55% off,Indianwear
janasya,floral round neck crepe womens calf length kurta - black,"Medium,Small,X-Large,X-Small,XX-Large",1549,774,50% off,Indianwear
indya,printed silk womens regular palazzos - maroon,"Medium,Small,X-Small",1800,900,50% off,Indianwear
ziyaa,printed polyester round neck womens straight kurta - green,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",1951,780,60% off,Indianwear
yuris,printed round neck cotton womens kurta palazzo set - white,"Small,X-Large",2799,1259,55% off,Indianwear
janasya,stripes crepe calf length womens high low kurta - brown,"Large,Medium,X-Large,X-Small",1469,734,50% off,Indianwear
ziyaa,printed polyester round neck womens straight kurta - green,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",1915,670,65% off,Indianwear
ziyaa,printed polyester round neck womens straight kurta - pink,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2024,708,65% off,Indianwear
amukti,printed rayon womens kurta - natural,XX-Large,1499,749,50% off,Indianwear
indya,ivory embroidered maxi tunic with attached belted jacket - white,Small,3400,1700,50% off,Indianwear
indya,v- neck regular designer womens tunic - yellow,"Large,Small,X-Small",2200,1100,50% off,Indianwear
indya,solid regular fit georgette womens ethnic skirt - black,"Medium,Small,X-Small",2800,1400,50% off,Indianwear
ritu kumar,lace v neck womens short top - multi,"Medium,Small",4900,3920,20% off,Indianwear
