BrandName,Deatils,Sizes,MRP,SellPrice,Discount,Category
faballey,floral georgette square neck womens top - blue,"Large,Medium,Small,X-Large,X-Small",1400,1120,20% off,Westernwear
allen solly,regular fit regular rayon womens leggings - navy,"26,28,30,32",1799,1079,40% off,Westernwear
and,floral polyester round neck womens straight top - pink,"8,10,12,14,16,18",1599,1279,20% off,Westernwear
sera,solid v neck polyester womens top - black,"Medium,Small,X-Large",1298,649,50% off,Westernwear
life,solid cotton round neck womens regular t-shirt - grey melange,"Large,Medium,Small,X-Large,X-Small,XX-Large",399,199,50% off,Westernwear
sera,printed round neck viscose womens fit and flare dress - coral,"Large,Medium,Small,X-Large",1494,747,50% off,Westernwear
stop,textured round neck acrylic womens sweater - maroon,"Large,Medium,Small,X-Large,XX-Large",1999,999,50% off,Westernwear
life,printed round neck cotton womens sweatshirt - black,"Large,Medium,Small,X-Large,X-Small",1299,649,50% off,Westernwear
altlife,solid cotton thigh length womens active wear shorts - fuschia,"28,30,32,34,36",499,249,50% off,Westernwear
adidas,solid fitted fit polyester womens tights - black,"Medium,Small,X-Large,X-Small",1999,999,50% off,Westernwear
pepe,all over print ht crinkle viscose collar neck womens casual shirt - multi,"Large,Medium,Small",2499,1499,40% off,Westernwear
stop,solid polyester round neck womens regular fit top - white,"Large,Medium,Small,X-Large,XX-Large",1199,599,50% off,Westernwear
cover story,solid v-neck viscose women wrap women dress - lilac,"Medium,Small,X-Small",2490,1494,40% off,Westernwear
magre,printed polyester blend tie up neck� womens top - black,"Large,Medium",1490,596,60% off,Westernwear
and,floral polyester round neck womens fit and flare top - multi,8,1899,949,50% off,Westernwear
magre,solid satin collar neck womens shirt - natural,Small,1990,995,50% off,Westernwear
and,womens regular fit solid top - marine green,16,1799,899,50% off,Westernwear
kraus,solid collared neck cotton blend womens casual jacket - blue,Large,2195,1536,30% off,Westernwear
only,placement print cotton round neck womens t-shirt - green,"Large,Medium,Small,X-Large,X-Small",1499,899,40% off,Westernwear
zink london,womens v neck solid top - red,"Small,X-Small",1499,499,67% off,Westernwear
life,stripes cotton round neck womens regular t-shirt - black,"Large,Small,X-Small,XX-Large",399,199,50% off,Westernwear
adidas,printed regular polyester womens sports wear pants - legend blue,"36,40,44",1799,1259,30% off,Westernwear
vero moda,printed short sleeves viscose womens knee length playsuit - red,"Large,Medium,Small,X-Large,X-Small",3499,2799,20% off,Westernwear
faballey,solid halter neck crepe womens regular dress - purple,"Large,Medium,Small,X-Large",2200,1760,20% off,Westernwear
faballey,solid regular fit poly blend womens pants - purple,"Large,Medium,Small,X-Large,X-Small",2200,1760,20% off,Westernwear
kraus,solid tencel wide fit womens casual pants - light blue,"28,30,32,34,36",1695,1525,10% off,Westernwear
kraus,solid cotton round neck womens top - baby pink,"Large,Medium,Small,X-Small",999,899,10% off,Westernwear
cover story,solid cotton round neck womens sweatshirt - purple,"Large,Medium,Small,X-Large,X-Small",1890,945,50% off,Westernwear
zink london,printed polyester off shoulder womens top - blue,"Large,Medium,Small,X-Large,X-Small",1399,839,40% off,Westernwear
latin quarters,printed v neck polyester womens regular dress - ivory,S,2799,1399,50% off,Westernwear
vero moda,solid shirt collar cotton womens dress - navy,"Large,Medium,Small,X-Large,X-Small",2799,1399,50% off,Westernwear
life,printed cotton round neck womens regular fit t-shirt - black,"Large,Medium,Small,X-Small",599,299,50% off,Westernwear
is.u,slim fit mini length denim womens casual skirt - blue,"30,32",2299,1149,50% off,Westernwear
sera,womens regular fit solid v neck kaftan top - white,"Large,Medium,Small,X-Large",1098,439,60% off,Westernwear
life,skinny fit ankle length cotton lycra womens jeans - black,"26,28,30,32,34,36",1499,749,50% off,Westernwear
only,embroidery cotton round neck womens top - pink,"Large,Medium,Small,X-Large,X-Small",2299,1149,50% off,Westernwear
zink london,solid cotton sweetheart neck womens top - white,"Large,Medium,Small,X-Large,X-Small,XX-Large",1599,959,40% off,Westernwear
and,solid polyester v neck womens a line top - rust,"8,10",1699,1189,30% off,Westernwear
insense,solid regular neck cotton blend womens sweatshirt - black,"Large,Medium,Small,X-Large,X-Small,XX-Large",1299,649,50% off,Westernwear
vero moda,solid cotton blend one shoulder womens t-shirt - green,"Large,Medium,Small,X-Large,X-Small",999,599,40% off,Westernwear
faballey,solid crepe square neck womens midi dress - blue,"Medium,Small,X-Small",2200,1100,50% off,Westernwear
latin quarters,womens key hole neck slub top - grey,X-Small,1499,499,67% off,Westernwear
sera,womens solid woven regular top with front pleats - coral,"Large,Medium,Small,X-Large",999,399,60% off,Westernwear
kraus,solid cotton slim fit womens shorts - dark blue,"28,30,32,34",1295,1165,10% off,Westernwear
lovegen,womens mandarin neck casual shirt - blue mix light,"Large,Medium,Small",1499,599,60% off,Westernwear
latin quarters,printed polyester womens regular blouse - mustard,"S,M,L,XL,XX-Large",1450,1015,30% off,Westernwear
allen solly,solid polyester round neck womens top - pink,"Large,Medium,Small,X-Large,X-Small,XX-Large",1999,1599,20% off,Westernwear
pepe,fit regular length denim womens jeans - light blue,"26,28,30,32,34",2599,1559,40% off,Westernwear
kraus,flared full length cotton womens jeans - grey,"28,30,32,34,36",1795,1256,30% off,Westernwear
kraus,solid collared neck cotton womens casual jacket - blue,Small,1495,747,50% off,Westernwear
zink london,dyed rayon shirt collar women's shirt - blue,"Small,X-Small",1499,599,60% off,Westernwear
zink london,striped collar neck polyester womens casual shrug - blue,"Large,Medium",1999,799,60% off,Westernwear
zink london,solid polyester blend round neck womens dress - rust,"Large,Medium,Small,X-Large,X-Small,XX-Large",1899,1139,40% off,Westernwear
zink london,structured regular polyester womens party trousers - maroon,"Large,Medium,Small,X-Large",2199,879,60% off,Westernwear
zink london,solid v neck polyester womens midi dress - pink,"Large,Medium,Small,X-Large",2699,2159,20% off,Westernwear
vero moda,solid polyester high neck womens  tops - pink,"Large,Medium,Small,X-Large,X-Small",2599,1559,40% off,Westernwear
only,solid polyester womens casual jacket - brown,"34,36,38,40,42",3499,2449,30% off,Westernwear
puma,printed cotton collar neck womens t-shirt - purple,"Large,Medium,Small,X-Large,X-Small",1499,1049,30% off,Westernwear
marie claire,regular fit knee length cotton blend womens casual skirt - pink,"26,28",2199,1099,50% off,Westernwear
madame,womens solid collared shirt - white,"Large,Medium,X-Large,XX-Large",1699,849,50% off,Westernwear
zink london,acrylic blend women sweaters - black,"Large,Medium,Small,X-Large",2799,1119,60% off,Westernwear
zink london,printed rayon round neck women's top - white,"X-Small,XX-Large",1549,499,68% off,Westernwear
and,stripes rayon square neck womens a-line set - blue,8,2699,1889,30% off,Westernwear
and,solid v neck rayon womens straight fit midi dress - yellow,8,1799,899,50% off,Westernwear
and,solid polyester v-neck womens top - red,8,1699,849,50% off,Westernwear
and,solid viscose collar neck womens straight top - black,"8,10",2299,1149,50% off,Westernwear
and,floral polyester round neck womens straight top - blue mix light,8,1999,999,50% off,Westernwear
zink london,regular fit mid thigh length polyester womens casual shorts - white,"Small,X-Small",1599,399,75% off,Westernwear
latin quarters,solid polyester round neck womens casual jacket - tan,"S,M,L,XL",3999,1999,50% off,Westernwear
allen solly,textured polyester regular fit womens blazer - light blue,"Large,Medium,Small,X-Large",3499,2799,20% off,Westernwear
only,solid viscose v neck womens t-shirt - light blue,"Large,Medium,Small,X-Large,X-Small",1299,909,30% off,Westernwear
vero moda,solid polyester v neck womens top - blue,"Large,Medium,Small,X-Large,X-Small",2299,1609,30% off,Westernwear
zink london,solid high neck acrylic womens sweater - pink,"Large,Medium,Small,X-Large",2299,919,60% off,Westernwear
adidas,printed polyester crew neck womens t-shirt - mauve,"Large,Medium,Small,X-Large,X-Small",2299,1609,30% off,Westernwear
lovegen,womens round neck slub t-shirt - blue,"Medium,Small",899,359,60% off,Westernwear
vero moda,solid cotton blend v neck womens casual shirt - yellow,"Large,Medium,Small,X-Large,X-Small",2299,1839,20% off,Westernwear
faballey,floral georgette v-neck womens peplum top - blue,"Large,Medium,X-Large",1450,725,50% off,Westernwear
sera,floral square neck polyester womens regular dress - black,"Large,Medium,Small,X-Large",1998,999,50% off,Westernwear
dolce crudo,womens shades of two denim top - light blue,"Large,Medium,Small,X-Large,X-Small",1549,697,55% off,Westernwear
spykar,printed rayon mandarin womens casual wear shirt - ecru,"Large,Medium,Small,X-Large",1899,1329,30% off,Westernwear
and,solid round neck polyester women flared gown - pink mix,"8,10,12,14,16",4999,3999,20% off,Westernwear
spykar,regular fit regular length polyester cotton womens jeans - black,"26,28,30,32,34,36",2499,1749,30% off,Westernwear
crimsoune club,checks cotton collared womens shirt - green,"Large,Medium,Small,X-Large,XX-Large",1399,979,30% off,Westernwear
faballey,solid round neck crepe womens regular fit midi dress - purple,"Large,Medium,Small,X-Large,X-Small",2100,1050,50% off,Westernwear
adidas,printed polyester crew neck womens top - purple,"Large,Medium,Small,X-Large,X-Small",1799,1259,30% off,Westernwear
indya,navy embroidered long shrug - blue,"Small,XX-Large",1800,900,50% off,Westernwear
cover story,solid cotton spandex round neck womens t-shirt - black,"Large,Medium,Small,X-Large,X-Small",1290,903,30% off,Westernwear
life,embroidered regular neck polyester womens cardigan - off white,"Large,Medium,Small,X-Large,X-Small,XX-Large",1999,999,50% off,Westernwear
faballey,printed satin v neck womens tops - green,"Large,Medium,Small,X-Large,X-Small",1400,1120,20% off,Westernwear
faballey,solid georgette v neck womens regular top - pink,"Large,Medium,Small,X-Large,X-Small",1300,1040,20% off,Westernwear
zink london,abstract polyester v neck womens top - green,"Large,Medium,Small,X-Large,X-Small,XX-Large",1499,899,40% off,Westernwear
and,printed polyester v-neck womens cropped top - pink,"8,10,12,14,16",1899,1519,20% off,Westernwear
zink london,regular fit mid thigh polyester womens casual skirt - black,"Large,Medium,Small,X-Large",1599,1279,20% off,Westernwear
life,embroidered smoking collar cotton womens denim shirt - white,"Large,Medium,Small,X-Large,X-Small",1199,599,50% off,Westernwear
madame,womens printed round neck top - off white,"Large,Small",1499,749,50% off,Westernwear
enamor,cotton blend fleece womens active wear track pants - black,"XL,Large,Medium,Small,XX-Large",1599,1119,30% off,Westernwear
and,abstract polyester v-neck womens peplum top - blue,"8,10,16",1499,749,50% off,Westernwear
kraus,skinny fit ankle length cotton blend womens jeans - black,"28,30",1695,847,50% off,Westernwear
cover story,fitted ankle length cotton spandex womens jeans - dark blue,26,1990,990,50% off,Westernwear
insense,stripes cotton round neck womens regular fit top - navy,Small,499,249,50% off,Westernwear
zink london,stripes v neck cotton womens dresses - white,Small,2399,1439,40% off,Westernwear
insense,womens  round neck  stripe t-shirt - black & white,"Small,X-Small",399,199,50% off,Westernwear
zink london,printed rayon regular fit womens shrug - black,Large,1899,759,60% off,Westernwear
latin quarters,solid collar neck cotton womens regular dress - green,S,1999,799,60% off,Westernwear
allen solly,printed polyester round neck womens shirt - black,"Large,X-Large",1699,1499,12% off,Westernwear
and,solid v-neck polyester womens casual dress - black,"8,10,12,14",2699,1889,30% off,Westernwear
and,floral round neck rayon womens shift dress - ecru,"8,14,16,18",2899,1449,50% off,Westernwear
zink london,acrylic women casual shrugs - black,Small,2499,999,60% off,Westernwear
vero moda,mid wash cotton straight fit womens jeans - black,"26,27,28,29,30,31,32,33,34",5499,4399,20% off,Westernwear
samshek,solid collar neck polyester womens party wear shrug - black,5X-Large,2990,2392,20% off,Westernwear
faballey,solid cotton blend round neck womens t-shirt dress - green,"Large,Medium,Small,X-Large,X-Small",1700,850,50% off,Westernwear
sera,womens regular fit printed v neck blouson top - brown,"Small,X-Large",1098,494,55% off,Westernwear
indya,shraddha kapoor for indya women pink floral print georgette crop top - pink,"Large,Medium,Small,X-Large,X-Small",1400,700,50% off,Westernwear
is.u,womens mustard cold shoulder top - mustard,"Large,Medium,Small,X-Large",2190,1095,50% off,Westernwear
enamor,cotton activewear womens track pants - aviator,"XL,Large,Small",899,629,30% off,Westernwear
dolce crudo,womens slim fit saturday night cloud wash jeans - light blue,"26,28,30,32,34",2299,919,60% off,Westernwear
only,skinny fit cropped cotton womens jeans - black,"Large,Medium,Small,X-Large,X-Small",4499,3149,30% off,Westernwear
and,solid collar neck rayon womens regular fit top - blue,"8,10",1699,849,50% off,Westernwear
madame,solid fleece hood womens sweatshirt - leaf green,"Small,XX-Large",2199,1319,40% off,Westernwear
zink london,printed polyester womens casual shirt - brown,X-Small,1599,639,60% off,Westernwear
only,solid 100% polyester collar neck womens t-shirt - green,"34,36,38,40",4499,3149,30% off,Westernwear
allen solly,checks polyester regular fit womens blazer - dark green,"Large,Medium,Small,X-Large,X-Small,XX-Large",3799,3039,20% off,Westernwear
sera,printed tie up neck polyester womens fit and flare dress - blue,"Large,Medium,Small,X-Large",1694,762,55% off,Westernwear
zink london,solid polyester v neck womens top - maroon,"Large,Medium,Small,X-Large",1599,1279,20% off,Westernwear
latin quarters,solid polyester rayon round neck womens knit top - green,"S,M,L,XL",1599,799,50% off,Westernwear
madame,solid cotton blend round neck womens top - sky blue,"Large,Medium,Small,X-Large,XX-Large",1199,719,40% off,Westernwear
zink london,abstract polyester off shoulder womens top - off white,"Large,Medium,Small,X-Large",1699,1019,40% off,Westernwear
only,loose fit midi length cotton polyester womens jeans - black,"25,26,27,28,29,30,33",4299,3439,20% off,Westernwear
latin quarters,printed polyester collar neck womens regular blouse - black,"M,L",1399,979,30% off,Westernwear
